Title,Singer,Genre,Release,Lyric,Year,Month,Year_Month
허리춤,오반 (OVAN),랩힙합 인디음악,2021.06.21,baby we can head it to yeah 어디든 오른 손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do baby we can head it to yeah 어디든 오른 손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do 살다 보니까 해외 한 번 간적이 없네 코로나는 또 예상 조차 못해 제주도는 어떻고 서울이면 또 어때 어차피 이제 내 사랑이 나의 옆에 우리 사랑이 2년전 다시 돌아오게 해달라 빌었어 I Can't beileve 당시에 멍청이었던 내가 널 만나 이만큼이나 바뀌었어 하나님께 무한감사 내 삶은 너 없인 안 돌아가 더 이상의 헤어짐은 시간낭비야 세상 등지고 도망가자 여기도 OH 저기도 모두 beutiful 우리뿐이여서 we can run it up we can turn it up baby i can show you love yeah 그럼 Show me love baby baby we can head it to yeah 어디든 오른손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do baby we can head it to yeah 어디든 오른 손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do 신림에서부터 청라 오직 너를 위해서 택시를 탔던 월급 120 스무살의 꼬마 이제 제네시스 순식간에 바뀌어 Tell me what it feels 내게 말해 So nice 너는 말했지 안그래도 좋아 네가 있어서 내가 어른이 됐어 여기 멈춰서 이제 얼음이 돼줘 I can write it for my days 난 노랠 쓸 수 밖에 없지 넌 나의 신부가 돼 줄래 Oh yeah I am yours 네 눈 앞에 맘껏 꼬집어도 돼 영원한 약속이 돼 줄게 baby we can head it to yeah 어디든 오른손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do baby we can head it to yeah 어디든 오른 손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do 난 지금 어렸을 때처럼 너와 춤을 출래 내 손이 허리 춤에 스물에 능글맞았던 우린 다섯이 돼 너만 기다렸지 매일 baby we can head it to yeah 어디든 오른손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do baby we can head it to yeah 어디든 오른 손은 춤을 춰 네 허리 춤 뛰어들어 둘만의 Party pool what i gotta do what you gonna do,2021,6,202106
러브(Prod.로코베리),로꼬 이성경,랩힙합,2021.07.04,I love u 하루 종일 너만 떠올라 별이 뜨는 것처럼 넌 나를 빛나게 해 영원히 내 곁에 있어줘 I love u 멍 하니 있는 게 이젠 의미 있는 일이 됐지 누워있는 자리 걸어가는 공간이 넓어졌으니까 선택의 순간 더 이상 혼자가 아니기에 떠올리지 우리만 아쉬운 good night 하지만 눈을 감아 보면 두 개의 꿈을 꾸니까 자꾸 서두르게 돼 가만있질 못해 아무렇지 않게 내 손 잡아 줄 때 차분해진 음악과 우리 둘만 남아서 굳이 힘을 주지 않아도 널 끌어안아져 두 볼을 맞대는 습관 우리만 아는 단어들과 여전히 두 손엔 소이라떼 소중하게 쥐고 너를 보러 갈게 cause I love u 하루 종일 너만 떠올라 별이 뜨는 것처럼 넌 나를 빛나게 해 영원히 내 곁에 있어줘 I love u 멈추고 싶지 않아 우린 정하지 말자 처음과 끝 어디쯤보다는 항상 겁이 나지 않아 확신은 처음 같아 왜 진지해질까 자꾸만 하얀색의 heart 녹색이 되고 파란색의 널 가까이에서 해 뜨고 지고 눈 뜨고 감기 전까지 안아줄게 그리곤 말해 매일 같이 매일 같이 I love you I love u 하루 종일 너만 떠올라 별이 뜨는 것처럼 넌 나를 빛나게 해 영원히 내 곁에 있어줘 I love u 처음 널 본 순간부터 사랑에 난 빠졌을까 기억은 나지 않지만 우리만의 사랑의 언어들이 춤을 추고 있었나 봐 너의 밤 너의 온도 사라지지 않는 너에 대한 모든 순간들 날 이렇게 웃게 해 너를 사랑한단 뜻이야 I need you 하얀색의 heart 녹색이 되고 파란색의 널 가까이에서 해 뜨고 지고 눈 뜨고 감기 전까지 안아줄게 그리곤 말해 매일 하얀색의 heart 녹색이 되고 파란색의 널 가까이에서 해 뜨고 지고 눈 뜨고 감기 전까지 안아줄게 그리곤 말해 매일 같이 I,2021,7,202107
어떻게 지내 (Prod. By VAN.C),오반 (OVAN),랩힙합 인디음악,2020.03.05,어떻게 지내 식상한 말이 내 가사가 될 줄 몰랐어 얼마 안됐네 지나온 날이 다 알아도 그립더라고 i still need you i need you i still need you i need you 시간이 필요했어 우린 정말 사랑했지만 가살 쓰는 법도 잊어버리게 됐지 난 넌 헤어지면 우리 노랠 제발 내지 말아 달라 했지만 못 들어줘 미안 나는 하루 종일 누워 있었어 불면이 심해져서 안 피곤한 날이 없어 가끔은 문 밖에서 누가 문을 두드려 그건 환상인데도 나는 두려워 다시 눈 뜨면 니가 있을까 그럼 무서운 표정을 지을까 아니면 어떤 대화를 나누고 싶어질 수도 있어 그때처럼 대체 왜 보고싶지 남겨진 상처 대신 남은 건 혼자 돼버린 역시 너와 나겠지 난 아직 낯설기만 해 넌 어때 더 지독해 지기 전에 잊어볼게 어떻게 지내 식상한 말이 내 가사가 될 줄 몰랐어 얼마 안됐네 지나온 날이 다 알아도 그립더라고 i still need you i need you i still need you i need you 월요일에 병원을 예약했어 너 없이 사는게 힘들었나봐 하루도 빼지 않고 사람을 만나 너도 알겠지만 오봉이도 데려 왔어 너무 그리워하지 않더라 예범이는 난 약을 먹었지만 아닐거야 별일은 자전거를 타고 어디론가 가려하면 다 너와 간 곳 뿐인게 좀 그럴 뿐야 여기저기에 핑계를 대 불면증 습관이 돼 너가 아닌 사람에게 널 원하고 흉터가 된 상처는 더 이상 아프지가 않잖아 그래서 널 그리나봐 이젠 눈물이 나와 널 다치게 하지 않을 순 없었을까 만약 나 때문이었다면 다 나 때문이면 어떻게 지내 식상한 말이 내 가사가 될 줄 몰랐어 얼마 안됐네 지나온 날이 다 알아도 그립더라고 i still need you i need you i still need you i need you 널 이렇게 망가지게 한 게 나인 건 아닐까 내가 이렇게 망가지다니 대체 왜 병원에 다닐까 널 이렇게 망가지게 한 게 나인 건 아닐까 내가 이렇게 망가지다니 대체 왜 병원에 다닐까,2020,3,202003
오래된 노래,스탠딩 에그,인디음악 포크블루스,2012.09.04,오래 전에 함께 듣던 노래가 발걸음을 다시 멈춰서게 해 이 거리에서 너를 느낄 수 있어 널 이 곳에서 꼭 다시 만날 것 같아 너 일까봐 한번더 바라보고 너 일까봐 자꾸 돌아보게 돼 어디선가 같은 노래를 듣고 날 생각하며 너 역시 멈춰있을까 오래 전에 함께 듣던 노래가 거리에서 내게 우연히 들려온 것처럼 살아가다 한번쯤 우연히 만날 것 같아 사랑했던 그 모습 그대로 내 사랑이 그대로인 것처럼 발걸음이 여길 찾는 것처럼 꼭 만날꺼야 지금 이 노래처럼 날 사랑하는 네 맘도 같을테니까 오래 전에 함께 듣던 노래가 거리에서 내게 우연히 들려온 것처럼 살아가다 한번쯤 우연히 만날 것 같아 사랑했던 그 모습 그대로 운명처럼 아니면 우연처럼 우리가 다시 예전처럼 만날 수 있다면 너에게 나 해주고 싶은 말이 하나 있어 널 다시는 놓치지 않을게 오래 전에 함께 듣던 노래가 거리에서 내게 우연히 들려온 것처럼 살아가다 한번쯤 우연히 만날 것 같아 사랑했던 그 모습 그대로,2012,9,201209
너의 번호를 누르고 (Prod. 영화처럼),#안녕,발라드 인디음악,2019.11.30,우연히 너를 만나서 너의 옆자리에 앉아 그렇게 우린 친해졌어 짧은 시간에 그렇게 가까워질 수 있다는게 그게 참 신기했어 소소한 일상부터 어린 시절 얘기 까지도 그리 똑같진 않아도 말이 참 잘 통해서 더 짧았던 거야 너의 번호를 누르고 설레임을 가득 채우다 너의 번호를 지우며 좋았던 시간을 덜어내 그때 난 왜 몰랐을까 이뤄질 수 없는 짧은 시간속의 우린 여기 까지인 가봐 어쩌다 먼 훗날에 그때 우리 약속 기억 날까 아쉬움만 가득했던 그때 난 왜 그랬을까 너의 번호를 누르고 설레임을 가득 채우다 너의 번호를 지우며 좋았던 시간을 덜어내 그때 난 왜 몰랐을까 이뤄질 수 없는 짧은 시간속의 우린 여기까지인 가봐 아무일 없이 살다보면 모두 잊혀질거라 또 맘을 속이고 달래도 자꾸만 그 때 니가 생각나 또 너를 부르게 돼 너의 번호를 누르고 설레임을 가득 채우다 너의 번호를 지우며 좋았던 시간을 덜어내 그때 난 왜 몰랐을까 이뤄질 수 없는 짧은 시간속의 스쳐가버린 그 때 그 시절 속의 우린 여기까지인 가봐,2019,11,201911
Memories,Maroon 5,POP,2019.09.20,Here's to the ones that we got Cheers to the wish you were here but you're not 'Cause the drinks bring back all the memories of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back memories bring back you There's a time that I remember when I did not know no pain When I believed in forever and everything would stay the same Now my heart feel like December when somebody say your name 'Cause I can't reach out to call you but I know I will one day ay Everybody hurts sometimes everybody hurts someday ay-ay Everything gon' be alright go and raise a glass and say hey Here's to the ones that we got Cheers to the wish you were here but you're not 'Cause the drinks bring back all the memories of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way Cause the drinks bring back all the memories And the memories bring back memories bring back you Doo-doo doo-doo-doo-doo Doo-doo-doo-doo doo-doo-doo-doo Doo-doo-doo-doo doo-doo-doo Memories bring back memories bring back you There's a time that I remember when I never felt so lost When I felt all of the hatred was too powerful to stop Ooh yeah Now my heart feel like an ember and it's lighting up the dark I'll carry these torches for ya That you know I'll never drop yeah Everybody hurts sometimes everybody hurts someday ay-ay Everything gon' be alright go and raise a glass and say hey Here's to the ones that we got Ohh Cheers to the wish you were here but you're not 'Cause the drinks bring back all the memories of everything we've been through No no Toast to the ones here today Ay Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories ay And the memories bring back memories bring back you Doo-doo doo-doo-doo-doo Doo-doo-doo-doo doo-doo-doo-doo Doo-doo-doo-doo doo-doo-doo Memories bring back memories bring back you Doo-doo doo-doo-doo-doo Doo-doo-doo-doo doo-doo-doo-doo Doo-doo-doo-doo doo-doo-doo Ooh yeah Memories bring back memories bring back you Yeah yeah yeah Mmm yeah yeah no Memories bring back memories bring back you,2019,9,201909
살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),댄스,2020.04.27,going nonstop 말도 안 되잖아 그치 yayayaya 우린 서로가 모르는 게 없는 사인 걸 이토록 빤히 nanananana like nanananana 우리 사이 비밀 따위 있을 리 없는 걸 다 봤지 우린 hi hi weak body like them burning and burn but 쉿 요즘 오늘 또 내일 매일 다른 아는 옷 이렇게 달라 보인다고 hoo 흑역사까지 전부 알고 있는 널 yeah 절대 그럴 리는 없어 난 never ever 그래야만 해 무인도에 어느 날 떨어진 거야 둘만 남게 됐다면 넌 어떨 것 같아 생각만 해도 무섭다 얼굴을 찌푸렸지만 너에겐 얘기 못 해 절대로 살짝 설렜어 난 oh nanananana 살짝 설렜어 난 oh nanananana 그럴 일 없지만 살짝 설렜어 난 nonstop nonstop nonstop nonstop nonstop 그럴 일 없지만 살짝 설렜어 난 요즘 나 너무 외로워 좀 이상해진 것 같아 너를 보면서 심장이 뛴 건 back it up pack it up 비켜 서 있어 두근거렸던 게 문제야 아냐 그게 대체 왜 죄야 선을 넘은 거야 fz 레이더 오르락내리락 여긴 friend zone 무인도에 어느 날 떨어진 거야 둘만 남게 됐다면 넌 어떨 것 같아 생각만 해도 무섭다 얼굴을 찌푸렸지만 너에겐 얘기 못 해 절대로 살짝 설렜어 난 oh nanananana 살짝 설렜어 난 oh nanananana 그럴 일 없지만 살짝 설렜어 난 I have to go to the bed by night 졸음이 오는 걸까 time 필요하지 않지 아마 머릿속은 이미 지름길이잖아 네가 원한다면 내가 뒤로 두 칸 Did you wanna twin spot nop 한 칸 유감인 척 하지 마 설레는 거 맞잖아 꽤나 혼란스러워 이러는 나도 누구보다 더 이럴 땐 너를 찾아갔지만 이 고민만큼은 네게 말할 수 없어 언제부턴가 널 보면 살짝 설렜어 난 살짝 설렜어 난 oh nanananana 살짝 설렜어 난 oh nanananana 그럴 일 없지만 살짝 설렜어 난 nonstop nonstop nonstop nonstop nonstop 그럴 일 없지만 살짝 설렜어 난 nonstop nonstop nonstop nonstop nonstop 넌 알 리 없지만 살짝 설렜어 난,2020,4,202004
오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),R&BSoul 인디음악,2019.06.09,별빛이 내린 밤 그 풍경 속 너와 나 날 새롭게 하는 따뜻하게 만드는 니 눈빛 니 미소 영원히 담아둘게 너로 가득한 맘 널 닮아가는 나 날 위한 선물 꿈보다 더 아름다운 서로의 품에서 끝 없는 밤을 걷자 나의 모든 날들을 다 주고싶어 내 이 맘을 모두 전하고 싶어 잠들지 못한 푸른 바람들 이렇게 밝게 이 밤을 비춰 너와 작은 일상을 함께 하는게 내 가장 큰 기쁨인걸 넌 알까 내 세상 속에 넌 빛이 되어 지금 모습 그대로 내 곁에만 행복이 짙은 날 어둠이 없는 밤 같은 맘 속에 같은 꿈이 피어난 건 우리의 정해진 운명이 맞닿은거야 나의 모든 날들을 다 주고싶어 내 이 맘을 모두 전하고 싶어 잠들지 못한 푸른 바람들 이렇게 밝게 이 밤을 비춰 너와 작은 일상을 함께 하는게 내 가장 큰 기쁨인걸 넌 알까 내 세상 속에 넌 빛이 되어 지금 모습 그대로 내 곁에만 내게 온 너란 빛이 눈 부셔도 네 앞에서 한 순간도 눈 감지 않아 다가올 시간도 계절의 바람도 널 데려가지 못하게 내가 더 좋은 사람이 되고 싶어 더 아름답게 널 안을 수 있게 잠들지 못한 잠들 수 없는 바람들이 널 부르고 있어 언제까지나 너와 함께 할거야 내 마지막 숨결도 너일거야 내 세상 속에 넌 빛이 되어 지금 모습 그대로 내 곁에만 이렇게 밝게 이 밤을 비춰,2019,6,201906
체념,MSG워너비(정상동기),발라드,2021.05.22,행복했어 너와의 시간들 아마도 너는 힘들었겠지 너의 마음을 몰랐던 건 아니야 나도 느꼈었지만 널 보내는 게 널 떠나보내는 게 아직은 익숙하지가 않아 그렇게 밖에 할 수 없던 네가 원망스러워 왜 말 안했니 아님 못 한거니 조금도 날 생각하지 않았니 좋아한다며 사랑한다며 이렇게 끝낼 거면서 왜 그런 말을 했니 널 미워해야만 하는 거니 아니면 내 탓을 해야만 하는 거니 시간을 돌릴 수만 있다면 다시 예전으로 돌아가고 싶은 마음뿐이야  왜 말 안했니 아님 못 한거니 조금도 날 생각하지 않았니 좋아한다며 사랑한다며 이렇게 끝낼 거면서 왜 그런 말을 했니 널 미워해야만 하는 거니 아니면 내 탓을 해야만 하는 거니 시간을 돌릴 수만 있다면 다시 예전으로 돌아가고 싶은 마음뿐이야  그래 더 이상 묻지 않을게 내 곁을 떠나고 싶다면 돌아보지 말고 떠나가 눈물은 흘리지 않을게 괜히 마음만 약해지니까 내게서 멀어진 네 모습이 흐릿하게 보여 눈물이 나나 봐 널 많이 그리워할 것 같아 참아야만 하겠지 잊혀 질 수 있도록 다신 사랑 같은 거 하지 않을래 내 마지막 사랑은 돌아선 너에게 주고 싶어서 행복하길 바래 나보다 좋은 남자 만나기를 woo~~,2021,5,202105
사실 나는 (Feat.전건호),경서예지,발라드,2020.04.12,그땐 우리 둘 다 철없이 어리기만 했나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 매일 너만 기다렸어 행복한 시간뿐이었어 너에게 받은 만큼 잘해주지 못해서 미안해 사실 나는 니가 보고 싶어 겉으로는 티 안 나게 사람들과 웃곤 해도 정말 많이 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 아직 니 생각뿐이야 그땐 나도 너무 어려서 사랑을 몰랐나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 나도 너만 기다렸어 꿈같던 시간뿐이었어 너에게 사랑 주는 게 그렇게 좋았었어 사실 나도 많이 보고 싶어 겉으로는 티 안 나게 사람들과 어울려도 정말 니가 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 모두 되돌리고 싶어 더 잘해주고 아껴줬다면 내 곁에 있을까 헤어지기 전으로 돌아간다면 좀 더 노력하고 애쓸 텐데 이렇게 아플 걸 알면 절대 놓지 않을 텐데 정말 잘해줄 텐데 혹시 너도 그리웠다면 조금 니 맘도 내 맘과 같은 마음뿐이라면 당장 달려가 널 안고서 말하고 싶어 아직은 널 지우지 못한다고 널 보내기는 싫다고 후회하기는 싫다고 돌아와 줄래 나에겐 너뿐이라고 내겐,2020,4,202004
그냥 안아달란 말야,다비치,발라드,2021.04.12,며칠 밤을 생각해봤어 이대로 진짜 헤어지는 게 맞는지 우리 돌아섰던 날 동안 다 엉망이 됐어 네가 곁에 없어서 힘들었겠지 나도 그런 것 같아 꼭 그렇다고 다들 이렇게 서로 놓진 않으니까 그냥 안아달란 말야 달라진 일상과 너마저 없는 하루가 상상이 안 돼 한순간에 처음으로 돌아갈 수는 없겠지만 너만 거기 있다면 함께 한다면 다 상관없어 안아달란 말야 이기적이라는 거 알아 나를 더 이해해주기를 바랬어 못난 자존심을 앞세워 너의 한숨들을 모른 척 지나갔어 이제 와서야 내 맘도 알 것 같다는 너 힘들었겠다는 그 말에 불쑥 눈물이 나와서 그냥 안아달란 말야 달라진 일상과 너마저 없는 하루가 상상이 안 돼 한순간에 처음으로 돌아갈 수는 없겠지만 너만 거기 있다면 함께 한다면 다 상관없어 안아달란 말야 잡으려 할수록 더 멀리 가 버릴까 봐 가려다 멈췄다 돌아서서 흐르는 시간만 아까워서 안타까워 그냥 안아달란 말야 그냥 꽉 안고서 다른 상황이 우릴 다시 갈라놓아도 수많았던 걱정과 불안했던 내 삶에 너는 유일한 이유였다고 전부였다고 다 말하잖아 알아달란 말야,2021,4,202104
늦은 밤 너의 집 앞 골목길에서,노을,발라드,2019.11.07,오래되었어 그때 너의 웃음 너의 목소리 잊혀진거 같아 시간의 위로 그 말의 의미를 이젠 알아 아픈 니 얘기도 적당히 할 수 있어 그런데 이게 뭐랄까 난 난 술 한잔하면서 괜찮은 듯 얘기하며 널 털어냈는데 집으로 돌아오면서 한 번 더 떠오른 기억에 걸음을 멈춰 서서 이렇게 울고 있어 자연스럽게 발걸음을 돌려 나 바래다주던 익숙한 길을 가 밤이 깊어져서 아무것도 보이지 않아도 손을 흔들면서 인사하던 널 봤어 그런데 이게 뭐랄까 난 난 술 한잔하면서 괜찮은 듯 얘기하며 널 털어냈는데 집으로 돌아오면서 한 번 더 떠오른 기억에 걸음을 멈춰 서서 이렇게 울고 있어 아무도 없어서 참 다행이야 나 이렇게 편안히 너를 부를 수 있는 걸 외로운 위로겠지만 그래서 이젠 뭘 할까 난 난 널 생각했어도 괜찮은 듯 얘기하며 다 지워냈는데 집으로 돌아오면서 한 번 더 떠오른 추억에 걸음을 멈춰 서서 또다시 울고 있어,2019,11,201911
추적이는 여름 비가 되어,장범준,발라드,2021.06.11,안녕이라 그 말은 하지 마세요 우리는 다시 만날 테니 그냥 웃으며 걸어가요 그만하자 그 말도 하지 말구요 언젠간 다시 만날 텐데 그냥 웃으며 걸어봐요 넌 어떤 맘으로 또 생각에 잠겨 이 길을 걷나요 니가 원한다면 흐린 날엔 비가 될래요 추적이는 여름 비가 되어 당신이 원하면 어떤 계절이라도 추적이는 여름 비가 되어 당신이 좋다면 어떤 모습이라도 안녕이라 그 말은 하지 마세요 우리는 다시 만날 테니 그냥 웃으며 걸어봐요 넌 어떤 맘으로 또 생각에 잠겨 이 길을 걷나요 니가 원한다면 흐린 날엔 비가 될래요 추적이는 여름 비가 되어 당신이 원하면 어떤 계절이라도 추적이는 여름 비가 되어 당신이 좋다면 어떤 모습이라도 워워워 흐린 마음이 거리를 지나 세어갈 때 그녀 말했어 너무나 짧았던 너와 나는 이 길이 끝날 때 주루루루 여름 비가 되어 당신이 원하면 어떤 계절이라도 추적이는 여름 비가 되어 당신이 좋다면 항상 당신이 바랬던 환상 니가 내게 줬던 그 어떤 맘이라도 니가 내게 줬던 그 어떤 맘이라도 주루루루 여름 비가 되어 당신이 좋다면 어떤 모습이라도,2021,6,202106
이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,발라드,2021.01.24,나의 두 눈에 제일 먼저 그대를 담고 가장 예쁜 말들로 그댈 미소 짓게 하고 바람이 차가운 오늘 밤 집에 돌아가는 길 또 그대 생각이 나요 늦은 이 밤 그대 괜찮다면 잠시 나와줄래요 이 밤을 보내기엔 아쉽잖아요 잠시라도 그댈 보고 싶은 내 맘을 이 밤을 빌려 말해요 유난히도 오늘 그대가 더 예뻐 보이고 웃음 짓던 그대 표정 자꾸 아른거려서 바람이 차가운 오늘 밤 집에 돌아가는 길 또 그대 생각이 나요 늦은 이 밤 그대 괜찮다면 잠시 나와줄래요 이 밤을 보내기엔 아쉽잖아요 잠시라도 그댈 보고 싶은 내 맘을 이 밤을 빌려 말해요 별거 아닌 말들이라도 그대와 함께라면 더 바랄 게 없어요 늦은 이 밤 그대 괜찮다면 잠시 나와줄래요 이 밤을 보내기엔 아쉽잖아요 잠시라도 그댈 보고 싶은 내 맘을 이 밤을 빌려 말해요,2021,1,202101
How You Like That,BLACKPINK,댄스,2020.06.26,보란 듯이 무너졌어 바닥을 뚫고 저 지하까지 옷 끝자락 잡겠다고 저 높이 두 손을 뻗어봐도  다시 캄캄한 이곳에 light up the sky 네 두 눈을 보며 I’ll kiss you goodbye 실컷 비웃어라 꼴좋으니까 이제 너희 하나 둘 셋  Ha how you like that? You gon’ like that that that that that How you like that? How you like that that that that that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  Your girl need it all and that’s a hundred 백 개 중에 백 내 몫을 원해 Karma come and get some 딱하지만 어쩔 수 없잖아 What’s up I’m right back 방아쇠를 cock back Plain Jane get hijacked Don’t like me? Then tell me how you like that  더 캄캄한 이곳에 shine like the stars 그 미소를 띠며 I’ll kiss you goodbye  실컷 비웃어라 꼴좋으니까 이제 너희 하나 둘 셋  Ha how you like that? You gon’ like that that that that that How you like that? How you like that that that that that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  날개 잃은 채로 추락했던 날 어두운 나날 속에 갇혀 있던 날 그때쯤에 넌 날 끝내야 했어 Look up in the sky it’s a bird it’s a plane  Bring out your boss bish  BLACKPINK!  How you like that You gon’ like that How you like that,2020,6,202006
이제 나만 믿어요,임영웅,성인가요,2020.04.03,무얼 믿은 걸까 부족했던 내게서 나조차 못 믿던 내게 여태 머문 사람 무얼 봤던 걸까 가진 것도 없던 내게 무작정 내 손을 잡아 날 이끈 사람 최고였어 그대 눈 속에 비친 내 모습 이제는 내게서 그댈 비춰줄게 궂은 비가 오면 세상 가장 큰 그대 우산이 될게 그댄 편히 걸어가요 걷다가 지치면 내가 그대를 안고 어디든 갈게 이제 나만 믿어요 나만 두고 가던 나만 스쳐 간 행운이 모여 그대가 되어서 내게 와준 거야 궂은 비가 오면 세상 가장 큰 그대 우산이 될게 그댄 편히 걸어가요 걷다가 지치면 내가 그대를 안고 어디든 갈게 이제 나만 믿어요 나의 마지막 주인공이 되어 다신 누구 앞에서도 그대는 고개 숙이지 마요 내가 보지 못했던 홀로 고단했던 시간 고맙고 미안해요 사랑해요 이 세상은 우리를 두고 오랜 장난을 했고 우린 속지 않은 거야 이제 울지 마요 좋을 땐 밤새도록 맘껏 웃어요 전부 그대 꺼니까 그대는 걱정 말아요 이제 나만 믿어요,2020,4,202004
나는 너 좋아,장범준,록메탈 국내드라마,2021.07.02,아직은 사랑을 몰라 몰라 그래도 우리는 좋아 좋아 알 수 없는 너의 고백이 내 가슴을 뛰게 하지만 그런 말은 너무 어려워 싫어 싫어 남들이 나에게 말하기를 귀여운 웃음이 좋다나요 그러나 이제는 안그래요 나만의 비밀이 생겼어요 하지만 나는 너 좋아 사랑일지도 몰라 하지만 나는 너 좋아 사랑일지도 몰라 그런 말은 이제 싫어 싫어 남들이 나에게 말하기를 귀여운 웃음이 좋다나요 그러나 이제는 안그래요 나만의 비밀이 생겼어요 하지만 나는 너 좋아 사랑일지도 몰라 하지만 나는 너 좋아 사랑일지도 몰라 하지만 나는 너 좋아 사랑일지도 몰라 하지만 나는 너 좋아 사랑일지도 몰라,2021,7,202107
Dance Monkey,Tones And I,POP,2019.08.09,They say Oh my god I see the way you shine Take your hand my dear and place them both in mine You know you stopped me dead when I was passing by And now I beg to see you dance just one more time Ooh I see you see you see you every time And oh my I I I I like your style You you make me make me make me wanna cry And now I beg to see you dance just one more time So they say Dance for me dance for me dance for me oh oh oh I've never seen anybody do the things you do before They say Move for me move for me move for me ay ay ay And when you’re done I'll make you do it all again I said Oh my god I see you walking by Take my hands my dear and look me in my eyes Just like a monkey I've been dancing my whole life And you just beg to see me dance just one more time Ooh I see you see you see you every time And oh my I I I I like your style You you make me make me make me wanna cry And now I beg to see you dance just one more time So they say Dance for me dance for me dance for me oh oh oh I’ve never seen anybody do the things you do before They say Move for me move for me move for me ay ay ay And when you're done I'll make you do it all again They say Dance for me dance for me dance for me oh oh oh oh oh oh oh I've never seen anybody do the things you do before They say Move for me move for me move for me ay ay ay And when you're done I'll make you do it all again Ooh ooh ooh ooh ooh Do it all again do it all again do it all again Do it all again do it all again do it all again Ooh ah ah ah ah They say Dance for me dance for me dance for me oh oh oh I've never seen anybody do the things you do before They say Move for me move for me move for me ay ay ay And when you're done I’ll make you do it all again They say Dance for me dance for me dance for me oh oh oh oh oh oh oh I’ve never seen anybody do the things you do before They say Move for me move for me move for me ay ay ay And when you're done I’ll make you do it all again All again,2019,8,201908
힘든 건 사랑이 아니다,임창정,발라드,2020.10.19,내가 널 떠났어야 했는데 왜 떠나야 하는지도 아는데 어떤 아무 말도 아무것도 줄 게 없는 내 곁에서 늘 조용히 손을 잡아준 그대 제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를 분명 다시 돌아갈 수 있으니 더 늦기 전에 어서 나를 떠나가 왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을 누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해 그만큼 받았으니 된 거야 내 생엔 없을 것 같던 그 사랑 어떤 아무 말도 아무것도 줄 게 없는 나일 텐데 또 그렇게 날 안아주는 그대 제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를 분명 다시 돌이킬 수 있으니 더 늦기 전에 어서 나를 떠나가 더 일찍 널 보낼 수 없었을까 혹시나 너와 내가 영원한 너와 내가 맞을까 봐 누군가 그에겐 소중한 너인데 내가 되고 싶어 염치없이 지금까지 널 잡은 거야 떠나고 나면 우린 다 잃는 걸까 아냐 그저 제자리인 거야 우리 헤어지면 잠시 아파 정말 잠시일 거야 세상도 잘했다고 말할 거야 왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을 누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해,2020,10,202010
